CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BANIOS;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA
        TINOGASTA;3000;138;280000;2029;3;4;3;25;;FRENTE;;SI;SI;2;SI;SI;BALCON;;ARGENPROP.COM/VILLADELPARQUE;3000 TINOGASTA;TINOGASTA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        NUNEZ;5100;36;71000;1972,2;;0;0;;A ESTRENAR;FRENTE;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;5100 NUNEZ;NUÑEZ;100;L;VILLA URQUIZA;12;5.448.470.069;3
        ACOYTE;800;95;214000;2252,6;;3;2;;;CONTRAFRENTE;;;SI;0;SI;;TERRAZA;;ZONAPROP/CABALLITO;800 ACOYTE;AV. ACOYTE;100;L;CABALLITO;6;6.851.079.059;3
        PEÑA;2000;28;73000;2607,1;;1;0;50;;;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;2000 PEÑA;PEÑA;37;;RECOLETA;2;6.146.826.409;2
        ACOYTE;900;65;109000;1676,9;;3;2;30;;CONTRAFRENTE;;SI;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;900 ACOYTE;ACOYTE;100;L;CABALLITO;6;6.851.079.059;3
        PUEYRREDON;700;53;89900;1696,2;5;3;2;;;CONTRAFRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;700 PUEYRREDON;AV. PUEYRREDON;100;L;BALVANERA;3;4.341.063.997;3
        MANSILLA, LUCIO NORBERTO, GRAL.;3200;43;98000;2279,1;;2;1;50;;INTERNO;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;3200 MANSILLA, LUCIO NORBERTO, GRAL.;GRAL. LUCIO NORBERTO MANSILLA;95;L;RECOLETA;2;6.146.826.409;2
        GURRUCHAGA;2400;50;169000;3380;;1;1;;A ESTRENAR;FRENTE;;;;0;;;;;ARGENPROP.COM/PALERMO;2400 GURRUCHAGA;GURRUCHAGA;100;L;PALERMO;14;15.773.573.191;2
        VALLEJOS;3000;63;160000;2539,7;;3;2;6;;FRENTE;SEMIPISO;;SI;0;;;;;ZONAPROP.COM_VILLA PUEYRREDON;3000 VALLEJOS;VALLEJOS;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        ACOYTE;1300;112;216000;1932;;3;2;;A ESTRENAR;FRENTE;;;SI;3;SI;SI;TERRAZA;;ZONAPROP/CABALLITO;1300 ACOYTE;ACOYTE;100;L;VILLA CRESPO;15;3.613.373.642;3
        ACOYTE;1300;155;292000;1881,4;;3;2;;;CONTRAFRENTE;;;SI;3;;;TERRAZA;;ZONAPROP/CABALLITO;1300 ACOYTE;ACOYTE;100;L;VILLA CRESPO;15;3.613.373.642;3
        ACOYTE;1400;70;108000;1542,9;;3;2;30;;CONTRAFRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;1400 ACOYTE;ACOYTE;100;L;VILLA CRESPO;15;3.613.373.642;3
        COMBATE DE LOS POZOS;800;54;85000;1574,1;2;3;2;;50;FRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;800 COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;100;L;BALVANERA;3;4.341.063.997;3
        PUEYRREDON;1900;81;168900;2085,2;;3;2;40;;FRENTE;;;;1;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1900 PUEYRREDON;AV. PUEYRREDON;100;L;RECOLETA;2;6.146.826.409;2
        MONTEVIDEO;1900;294;1100000;3741,5;;5;4;;;;;;SI;0;;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1900 MONTEVIDEO;MONTEVIDEO;100;L;RECOLETA;2;6.146.826.409;2
        ACUÑA DE FIGUEROA, FRANCISCO;100;69;110000;1594,2;3;2;1;40;;CONTRAFRENTE;;;;0;SI;;PATIO;;INMUEBLESCLARIN.COM/ALMAGRO;100 ACUÑA DE FIGUEROA, FRANCISCO;FRANCISCO ACUÑA DE FIGUEROA;95;R;ALMAGRO;5;4.051.222.618;3
        JUNIN;1200;104;250000;2403,8;4;2;2;60;;FRENTE;;;;1;;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1200 JUNIN;JUNIN;100;L;RECOLETA;2;6.146.826.409;2
        ACUÑA DE FIGUEROA, FRANCISCO;400;55;103000;1872,7;7;3;0;30;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO;FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5;4.051.222.618;3
        ACUÑA DE FIGUEROA, FRANCISCO;400;55;103000;1872,7;7;3;2;30;;FRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO;FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5;4.051.222.618;3
        JURAMENTO;4100;106;480000;4528,3;1;4;3;;A ESTRENAR;FRENTE;;SI;SI;2;SI;SI;;;INMUEBLESCLARIN.COM/BELGRANO;4100 JURAMENTO;JURAMENTO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        GUARDIA VIEJA;3700;38;80982;2131,1;1;0;0;;A ESTRENAR;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;3700 GUARDIA VIEJA;GUARDIA VIEJA;100;L;ALMAGRO;5;4.051.222.618;3
        RIVERA INDARTE;200;122;290000;2377;;4;3;40;;FRENTE;;SI;SI;1;SI;;TERRAZA;;ZONAPROP/FLORES;200 RIVERA INDARTE;RIVERA INDARTE;100;L;FLORES;7;8.594.550.061;3
        DEL TEMPLE;2600;54;95000;1759,3;;1;0;;;CONTRAFRENTE;;;;0;;;TERRAZA;;ZONAPROP.COM_PARQUE CHAS;2600 DEL TEMPLE;DEL TEMPLE;100;L;PARQUE CHAS;15;1.384.889.921;3
        LA PAMPA;851;44;130328;2962;PB;3;2;;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BELGRANO;851 LA PAMPA;LA PAMPA;100;R;BELGRANO;13;7.929.988.805;2
        YATAY;200;50;84000;1680;1;1;1;60;;FRENTE;POR ESCALERA;;;1;;;;;ARGENPROP.COM/ALMAGRO;200 YATAY;YATAY;100;L;ALMAGRO;5;4.051.222.618;3
        LORETO, VIRREY;1900;247;750000;3036,4;;5;4;36;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;1900 LORETO, VIRREY;VIRREY LORETO;95;L;BELGRANO;13;7.929.988.805;2
        MELINCUE;2600;40;88500;2212,5;;2;1;;A ESTRENAR;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;2600 MELINCUE;MELINCUE;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        CONSTITUCION;1700;92;115000;1255,5;;5;4;;;INTERNO;;;;0;;;TERRAZA;;ZONAPROP/CONSTITUCION;1700 CONSTITUCION;CONSTITUCION;100;L;CONSTITUCION;1;2.102.671.125;4
        GOMEZ, VALENTIN;3500;48;85000;1770,8;;1;1;8;;FRENTE;;;SI;1;;;;;ARGENPROP.COM/ALMAGRO;3500 GOMEZ, VALENTIN;VALENTIN GOMEZ;95;L;ALMAGRO;5;4.051.222.618;3
        HUMAHUACA;4000;51;108000;2117,6;;1;1;;;;;;;0;;;;;ARGENPROP.COM/ALMAGRO;4000 HUMAHUACA;HUMAHUACA;100;L;ALMAGRO;5;4.051.222.618;3
        MONTES DE OCA, MANUEL;1300;52;114000;2192,3;;2;1;30;;CONTRAFRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/BARRACAS;1300 MONTES DE OCA, MANUEL;AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4;7.878.302.179;4
        CERRITO;1200;283;765000;2700;;4;3;60;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1200 CERRITO;CERRITO;100;L;RETIRO;1;4.547.765.746;1
        CORDOBA;1400;140;305000;2178,6;2;3;3;;60;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1400 CORDOBA;AV. CORDOBA;100;L;SAN NICOLAS;1;2.288.975.233;1
        LAS HERAS, GRAL.;2200;95;222500;2342,1;;4;3;35;;CONTRAFRENTE;SEMIPISO;;;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;2200 LAS HERAS, GRAL.;AV. GRAL. LAS HERAS;91;L;RECOLETA;2;6.146.826.409;2
        NUEVA YORK;2700;89;175000;1966,3;;3;2;;A ESTRENAR;FRENTE;;;SI;1;;;TERRAZA;;ARGENPROP.COM/VILLAPUEYRREDON;2700 NUEVA YORK;NUEVA YORK;100;L;AGRONOMIA;15;2.122.760,91;3
        ZUVIRIA;600;70;148900;2127,1;;3;2;30;;CONTRAFRENTE;;;SI;0;SI;SI;BALCON;;ZONAPROP.COM_PARQUE CHACABUCO;600 ZUVIRIA;ZUVIRIA;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        TUCUMAN;1600;90;185000;2055,6;;2;2;50;;INTERNO;;;;0;;;;;ARGENPROP.COM/BARRIONORTE;1600 TUCUMAN;TUCUMAN;100;L;SAN NICOLAS;1;2.288.975.233;1
        SANTA FE;1800;300;675000;2250;;4;4;;;FRENTE;;;;2;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1800 SANTA FE;AV. SANTA FE;100;L;RECOLETA;2;6.146.826.409;2
        LAPRIDA;1900;120;260000;2166,7;2;3;3;60;;FRENTE;SEMIPISO;SI;;1;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1900 LAPRIDA;LAPRIDA;100;L;RECOLETA;2;6.146.826.409;2
        NOGOYA;3200;35;88964;2541,8;;0;0;;A ESTRENAR;FRENTE;;SI;;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;3200 NOGOYA;NOGOYA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        DEL TEMPLE;2600;57;105000;1842,1;PB;1;1;;A ESTRENAR;FRENTE;;;;1;SI;;PATIO;;ARGENPROP.COM/VILLAURQUIZA;2600 DEL TEMPLE;DEL TEMPLE;100;L;PARQUE CHAS;15;1.384.889.921;3
        AGOTE, LUIS DR.;2400;208;410000;1971,2;;5;4;45;;FRENTE;;SI;;2;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;2400 AGOTE, LUIS DR.;DR. LUIS AGOTE;53;L;RECOLETA;2;6.146.826.409;2
        GASCON;200;79;185000;2341,8;9;2;2;8;;CONTRAFRENTE;;;SI;1;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;200 GASCON;GASCON;100;L;ALMAGRO;5;4.051.222.618;3
        MONROE;4500;38;89900;2365,8;;1;1;8;;;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;4500 MONROE;MONROE;100;L;VILLA URQUIZA;12;5.448.470.069;3
        SALGUERO, JERONIMO;2400;76;178000;2342,1;;2;2;33;;FRENTE;DUPLEX;SI;;1;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;2400 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;PALERMO;14;15.773.573.191;2
        SAN LUIS;3300;111;260000;2342,3;;3;3;5;;FRENTE;SEMIPISO;;;2;;;TERRAZA;;ARGENPROP.COM/VILLACRESPO;3300 SAN LUIS;SAN LUIS;100;L;BALVANERA;3;4.341.063.997;3
        ESMERALDA;400;26;49000;1884,6;;1;1;20;;LATERAL;;;;1;;;;;ZONAPROP/CENTRO;400 ESMERALDA;ESMERALDA;100;L;SAN NICOLAS;1;2.288.975.233;1
        RIVADAVIA;9500;74;136900;1850;8;2;1;;A ESTRENAR;FRENTE;;SI;;2;;;TERRAZA;;ARGENPROP.COM/VILLALURO;9500 RIVADAVIA;AV. RIVADAVIA;100;L;VILLA LURO;10;2.566.739.336;3
        FINOCHIETTO ENRIQUE DR.;2000;45;70000;1555,6;;2;1;50;;CONTRAFRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARRACAS;2000 FINOCHIETTO ENRIQUE DR.;DOCTOR ENRIQUE FINOCHIETTO;63;L;BARRACAS;4;7.878.302.179;4
        ROCHA;1600;65;93000;1430,8;11;4;3;35;;LATERAL;;;SI;1;SI;;;;BUSCAINMUEBLE/BARRACAS;1600 ROCHA;ROCHA;100;L;BARRACAS;4;7.878.302.179;4
        LINIERS VIRREY;300;47;79000;1680,9;;2;2;50;;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/ALMAGRO;300 LINIERS VIRREY;VIRREY LINIERS;100;L;ALMAGRO;5;4.051.222.618;3
        TRIUNVIRATO;3700;30;87000;2900;2;0;0;;A ESTRENAR;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;3700 TRIUNVIRATO;AV. TRIUNVIRATO;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        SAN LUIS;2400;88;160000;1818,2;;3;2;35;;FRENTE;;;;1;SI;SI;BALCON;;ARGENPROP.COM/BALVANERA;2400 SAN LUIS;SAN LUIS;37;;BALVANERA;3;4.341.063.997;3
        CORDOBA;700;90;185000;2055,6;;5;4;;115;FRENTE;;;;1;;;;;ZONAPROP/CENTRO;700 CORDOBA;AV. CORDOBA;100;L;SAN NICOLAS;1;2.288.975.233;1
        AGUERO;700;75;150000;2000;;3;2;;A ESTRENAR;FRENTE;;;;2;;;BALCON;;ZONAPROP.COM_SAN TELMO;700 AGUERO;AGÜERO;100;L;BALVANERA;3;4.341.063.997;3
        AGUERO;700;76;184500;2427,6;;2;2;;A ESTRENAR;FRENTE;;;SI;2;SI;;BALCON;;ARGENPROP.COM/ABASTO;700 AGUERO;AGÜERO;100;L;BALVANERA;3;4.341.063.997;3
        PIERES;700;80;185000;2312,5;;4;3;;A ESTRENAR;;;;SI;2;SI;SI;;;ZONAPROP.COM_LINIERS;700 PIERES;PIERES;100;L;LINIERS;9;4.374.207.539;3
        PAROISSIEN;1600;125;495000;3960;;4;3;4;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;1600 PAROISSIEN;PAROISSIEN;37;;NUÑEZ;13;4.351.538.489;2
        LA RIOJA;1100;31;73000;2354,8;;1;0;30;;FRENTE;;;;0;SI;;;;ZONAPROP.COM_SAN CRISTOBAL;1100 LA RIOJA;LA RIOJA;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        MENDOZA;4200;45;95000;2111,1;;2;1;4;;FRENTE;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;4200 MENDOZA;MENDOZA;100;L;VILLA URQUIZA;12;5.448.470.069;3
        GUARDIA VIEJA;3900;49;110000;2244,9;2;1;1;5;;CONTRAFRENTE;;;;1;SI;;TERRAZA;;ARGENPROP.COM/ALMAGRO;3900 GUARDIA VIEJA;GUARDIA VIEJA;100;L;ALMAGRO;5;4.051.222.618;3
        AGUERO;800;58;97000;1672,4;;2;2;40;;FRENTE;;;;0;;;;;ARGENPROP.COM/ABASTO;800 AGUERO;AGÜERO;100;L;BALVANERA;3;4.341.063.997;3
        SANTIAGO DEL ESTERO;700;40;72000;1800;2;2;1;70;;FRENTE;POR ESCALERA;;;1;SI;;BALCON;;ARGENPROP.COM/BALVANERA;700 SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;100;L;MONTSERRAT;1;2.200.624.563;1
        O'HIGGINS;1900;170;448000;2635,3;;4;3;;;FRENTE;;SI;SI;3;SI;SI;BALCON;;INMUEBLESCLARIN.COM/BELGRANO;1900 O'HIGGINS;O' HIGGINS;92;L;BELGRANO;13;7.929.988.805;2
        ZELAYA;3100;75;135000;1800;;2;2;2;;CONTRAFRENTE;;;;1;;;BALCON TERRAZA;;ARGENPROP.COM/ABASTO;3100 ZELAYA;ZELAYA;100;L;BALVANERA;3;4.341.063.997;3
        DEMARIA;4400;200;630000;3150;;3;3;30;;FRENTE;;SI;SI;2;SI;;TERRAZA;;ARGENPROP.COM/PALERMO;4400 DEMARIA;DEMARIA;37;;PALERMO;14;15.773.573.191;2
        DE LOS CONSTITUYENTES;5500;93;139000;1494,6;6;3;2;8;;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/VILLAURQUIZA;5500 DE LOS CONSTITUYENTES;AV. DE LOS CONSTITUYENTES;100;L;VILLA URQUIZA;12;5.448.470.069;3
        FIGUEROA, APOLINARIO, CNEL.;100;59;99000;1678;;3;2;60;;CONTRAFRENTE;;;;0;;SI;;;ZONAPROP.COM_VILLA CRESPO;100 FIGUEROA, APOLINARIO, CNEL.;CNEL. D. APOLINARIO FIGUEROA;92;L;VILLA CRESPO;15;3.613.373.642;3
        GARCIA DE COSSIO;6000;55;117000;2127,3;;2;1;;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_LINIERS;6000 GARCIA DE COSSIO;GARCIA DE COSSIO;100;L;LINIERS;9;4.374.207.539;3
        TORRENT;1300;47;85000;1808,5;;1;0;;;CONTRAFRENTE;;;;0;;;BALCON TERRAZA;;ZONAPROP.COM_PARQUE CHAS;1300 TORRENT;TORRENT;100;L;PARQUE CHAS;15;1.384.889.921;3
        SAN LUIS;3300;127;290000;2283,5;;5;4;4;;FRENTE;;;SI;0;SI;;;;ARGENPROP.COM/ALMAGRO;3300 SAN LUIS;SAN LUIS;100;L;BALVANERA;3;4.341.063.997;3
        GALLO;1000;149;360000;2416,1;5;5;4;16;;;;;SI;4;SI;SI;;;INMUEBLESCLARIN.COM/BARIO NORTE;1000 GALLO;GALLO;100;L;ALMAGRO;5;4.051.222.618;3
        SANCHEZ DE BUSTAMANTE;300;31;74730;2410,6;5;0;0;;A ESTRENAR;FRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;300 SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;100;L;ALMAGRO;5;4.051.222.618;3
        GASCON;600;54;115000;2129,6;3;3;2;45;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;600 GASCON;GASCON;100;L;ALMAGRO;5;4.051.222.618;3
        AGUERO;1500;170;450000;2647,1;3;4;3;20;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;1500 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        SENILLOSA;100;97;205000;2113,4;;4;3;;;FRENTE;;;;2;SI;SI;TERRAZA;;ZONAPROP/CABALLITO;100 SENILLOSA;SENILLOSA;100;L;CABALLITO;6;6.851.079.059;3
        LIMA;1400;25;46500;1860;;1;1;30;;FRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/CONSTITUCION;1400 LIMA;LIMA;100;L;CONSTITUCION;1;2.102.671.125;4
        CONGRESO;1900;44;132000;3000;6;2;1;;;FRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;1900 CONGRESO;CONGRESO;100;L;BELGRANO;13;7.929.988.805;2
        AGUERO;1500;220;480000;2181,8;;5;4;24;;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1500 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        HOLMBERG;2300;69;156000;2260,9;;3;2;;A ESTRENAR;;;;;2;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2300 HOLMBERG;HOLMBERG;100;L;VILLA URQUIZA;12;5.448.470.069;3
        RIO DE JANEIRO;1000;54;104000;1925,9;;2;1;;A ESTRENAR;FRENTE;LOFT;SI;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;1000 RIO DE JANEIRO;RIO DE JANEIRO;100;L;ALMAGRO;5;4.051.222.618;3
        NEWBERY, JORGE;3400;61;210000;3442,6;1;2;1;;A ESTRENAR;FRENTE;;;SI;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;3400 NEWBERY, JORGE;JORGE NEWBERY;95;L;COLEGIALES;13;2.288.708.124;2
        AGUERO;1600;190;400000;2105,3;;5;4;30;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1600 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        GALLO;800;56;139500;2491,1;3;2;2;35;;LATERAL;;;;1;SI;;;;ARGENPROP.COM/ALMAGRO;800 GALLO;GALLO;100;L;BALVANERA;3;4.341.063.997;3
        AGUERO;1800;28;87000;3107,1;;2;1;;;LATERAL;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;1800 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        CASEROS;2500;40;83000;2075;;1;0;;A ESTRENAR;CONTRAFRENTE;;;;0;SI;SI;PATIO;;ZONAPROP.COM_PARQUE PATRICIOS;2500 CASEROS;AV. CASEROS;100;L;PARQUE PATRICIOS;4;3.743.273.658;4
        PELLEGRINI, CARLOS;1200;50;119000;2380;;1;1;50;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1200 PELLEGRINI, CARLOS;CARLOS PELLEGRINI;34;;RETIRO;1;4.547.765.746;1
        TRONADOR;2600;197;440000;2233,5;;4;3;35;;FRENTE;;;SI;3;SI;SI;TERRAZA;;ZONAPROP/COGHLAN;2600 TRONADOR;TRONADOR;100;L;VILLA URQUIZA;12;5.448.470.069;3
        DEL LIBERTADOR;4900;320;1500000;4687,5;6;4;4;4;;FRENTE;;SI;SI;3;;SI;BALCON;;ARGENPROP.COM/PALERMO;4900 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        COPERNICO;2300;155;390000;2516,1;;4;3;;;FRENTE;;;;3;SI;SI;;;INMUEBLESCLARIN.COM/BARIO NORTE;2300 COPERNICO;COPERNICO;37;;RECOLETA;2;6.146.826.409;2
        MARECHAL, LEOPOLDO;1300;55;115000;2090,9;;1;0;;;CONTRAFRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;1300 MARECHAL, LEOPOLDO;LEOPOLDO MARECHAL;96;L;VILLA CRESPO;15;3.613.373.642;3
        SUCRE, ANTONIO JOSE DE, MCAL.;700;115;490000;4260,9;;4;3;1;;CONTRAFRENTE;;SI;SI;4;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BELGRANO;700 SUCRE, ANTONIO JOSE DE, MCAL.;MARISCAL ANTONIO JOSE DE SUCRE;95;L;BELGRANO;13;7.929.988.805;2
        PUEYRREDON;2000;89;252000;2831,5;;3;2;50;;CONTRAFRENTE;;SI;;1;SI;SI;TERRAZA;;BUSCAINMUEBLE/RECOLETA;2000 PUEYRREDON;AV. PUEYRREDON;100;L;RECOLETA;2;6.146.826.409;2
        PAYSANDU;600;160;398000;2487,5;;4;3;;A ESTRENAR;FRENTE;;;;3;SI;;TERRAZA;;ZONAPROP/CABALLITO;600 PAYSANDU;PAYSANDU;100;L;CABALLITO;6;6.851.079.059;3
        HELGUERA;2700;71;145000;2042,3;;3;2;;;CONTRAFRENTE;;SI;;2;;;;;ZONAPROP.COM_VILLA DEL PARQUE;2700 HELGUERA;HELGUERA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        AGUERO;2000;104;249000;2394,2;;4;3;;;;PISO;;;3;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;2000 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        NICARAGUA;5400;63;220000;3492,1;2;1;1;2;;FRENTE;DUPLEX;;SI;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;5400 NICARAGUA;NICARAGUA;37;;PALERMO;14;15.773.573.191;2
        RIVADAVIA;3900;45;80000;1777,8;6;2;1;45;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3900 RIVADAVIA;AV. RIVADAVIA;100;L;ALMAGRO;5;4.051.222.618;3
        AGUERO;2200;16;40000;2500;;1;1;40;;INTERNO;;;;1;;;;;ZONAPROP/BARRIO NORTE;2200 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        GORRITI;6000;86;200000;2325,6;6;2;2;4;;FRENTE;SEMIPISO;SI;;2;SI;;BALCON;;ARGENPROP.COM/PALERMO;6000 GORRITI;GORRITI;100;L;PALERMO;14;15.773.573.191;2
        MENDOZA;5100;105;260000;2476,2;9;4;3;12;;FRENTE;;;SI;2;;;;;ARGENPROP.COM/VILLAURQUIZA;5100 MENDOZA;AV. MENDOZA;100;L;VILLA URQUIZA;12;5.448.470.069;3
        LOPEZ VICENTE;2200;35;150000;4285,7;;2;1;20;;FRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/RECOLETA;2200 LOPEZ VICENTE;VICENTE LOPEZ;95;L;RECOLETA;2;6.146.826.409;2
        LOPEZ, CARLOS ANTONIO;2300;84;153000;1821,4;4;4;3;30;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;2300 LOPEZ, CARLOS ANTONIO;CARLOS ANTONIO LOPEZ;96;L;VILLA PUEYRREDON;12;3.302.910,10;3
        AGUERO;2200;31;83000;2677,4;6;0;0;45;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;2200 AGUERO;AGÜERO;100;L;RECOLETA;2;6.146.826.409;2
        RIESTRA;5500;39;53000;1359;3;1;0;;A ESTRENAR;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/VILLALUGANO;5500 RIESTRA;AV. RIESTRA;100;L;VILLA LUGANO;8;8.991.811.686;4
        SAN JUAN;4200;66;200000;3030,3;;1;1;2;;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/BOEDO;4200 SAN JUAN;AV. SAN JUAN;100;L;BOEDO;5;2.607.835.114;4
        HUMAHUACA;4500;35;78999;2257,1;;0;0;3;;;;;;0;;;;;ARGENPROP.COM/ABASTO;4500 HUMAHUACA;HUMAHUACA;100;L;ALMAGRO;5;4.051.222.618;3
        DIAZ, CESAR, GRAL.;2900;49;85000;1734,7;;3;2;40;;FRENTE;;;;0;;;;;ZONAPROP.COM_VILLA SANTA RITA;2900 DIAZ, CESAR, GRAL.;GENERAL CESAR DIAZ;89;L;VILLA SANTA RITA;11;2.153.947.048;3
        CORDOBA;1800;98;240000;2449;;3;3;;70;;;;;1;;SI;;;ARGENPROP.COM/BARRIONORTE;1800 CORDOBA;AV. CORDOBA;100;L;SAN NICOLAS;1;2.288.975.233;1
        NAZCA;2700;38;95000;2500;;2;1;;A ESTRENAR;;;;;0;;;;;ZONAPROP.COM_VILLA DEL PARQUE;2700 NAZCA;AV. NAZCA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        DESAGUADERO;2200;50;85000;1700;;2;1;15;;FRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/MONTE CASTRO;2200 DESAGUADERO;DESAGUADERO;37;;MONTE CASTRO;10;2.625.868.961;3
        NAZCA;5800;79;120000;1519;1;2;1;;A ESTRENAR;;TRIPLEX;;;2;;;TERRAZA;;ZONAPROP.COM_VILLA PUEYRREDON;5800 NAZCA;NAZCA;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
